id,vendor_id,pickup_datetime,passenger_count,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,store_and_fwd_flag,trip_duration
id94,2,2016-07-13 16:46:00,5,-73.922636266926,40.777962768428374,-73.81382826998271,40.62220914652456,N,3221
id95,1,2016-01-12 19:14:00,2,-74.03617291566171,40.67216835808525,-74.01011115348997,40.748857600961244,N,2014
id96,1,2016-06-16 04:40:00,4,-73.76235730462504,40.629153732002365,-74.03057298928523,40.75921525764754,N,416
id97,1,2016-07-28 20:45:00,2,-73.95965592990507,40.86198740410917,-73.93139561706654,40.768714595715075,N,2408
id98,1,2016-11-11 06:46:00,4,-74.03370649558592,40.65521200284596,-73.88704227922712,40.870811559045926,Y,3555
id99,2,2016-05-07 17:00:00,3,-73.87412382836798,40.803541089244824,-73.8298815113321,40.83467049167259,Y,3277
id100,2,2016-05-06 10:53:00,2,-73.8996856978398,40.87174872519411,-73.9656118215555,40.79266733190786,Y,1841
id101,2,2016-11-11 04:10:00,5,-73.79979025496543,40.64246623168259,-73.77888235086611,40.60739900653099,N,1225
id102,1,2016-10-03 17:38:00,3,-73.86047271750444,40.831838119641716,-73.99464250377282,40.775758595886934,Y,2627
id103,2,2016-07-11 03:02:00,1,-73.92297279806881,40.725576223543534,-73.95311358631278,40.7503775919727,Y,2071
id104,2,2016-11-10 16:45:00,1,-73.7860955765587,40.701651798770506,-73.99088037945582,40.827210143840034,N,3181
id105,2,2016-10-05 00:13:00,2,-73.84301890205907,40.788122392322705,-73.84296333496813,40.7250526622436,Y,1897
id106,1,2016-11-28 09:33:00,4,-73.81898101345752,40.8350882995738,-73.85097820144664,40.801278440274295,N,518
id107,2,2016-01-06 18:09:00,1,-74.04442742794622,40.689527284171874,-73.96808571369097,40.81289813510208,Y,1416
id108,2,2016-10-16 22:16:00,3,-73.89887152648191,40.874311239003696,-74.04296703902453,40.713498684433404,N,2148
id109,1,2016-02-09 10:34:00,1,-73.97616014798326,40.74423763368429,-73.9722616757501,40.67361603081918,Y,3318
id110,2,2016-08-11 08:33:00,1,-73.95190281510219,40.79517784938291,-73.85980948976209,40.703984558467745,N,2929
id111,1,2016-07-23 03:52:00,4,-73.7851921741706,40.62295740670331,-73.80574528681682,40.61975106368115,Y,3460
id112,1,2016-10-15 10:28:00,6,-73.94700551007196,40.73196757628776,-73.75383580586468,40.76091857298341,Y,806
id113,1,2016-04-09 06:24:00,6,-74.00153056789473,40.63111326094352,-73.91765042254507,40.64774842677264,N,1386
id114,1,2016-05-22 12:15:00,6,-73.86629046382406,40.75732358883352,-73.81744563891107,40.77441103463687,Y,1428
id115,1,2016-08-15 08:39:00,6,-73.86810433570085,40.745206803668516,-73.90868643199707,40.83056118402735,Y,2993
id116,2,2016-02-12 08:32:00,2,-74.01985974120447,40.71436758464296,-73.9257073586426,40.74552253269779,N,948
id117,1,2016-09-12 14:49:00,4,-73.85257413284545,40.61316417681736,-73.94355643012321,40.87704387615832,Y,1880
id118,2,2016-07-08 17:59:00,3,-73.86235070768896,40.692809549418826,-73.88718640388984,40.75139059427253,N,1519
id119,2,2016-11-19 03:05:00,5,-73.98371726491521,40.77904991700568,-73.83651092835473,40.814405746772316,N,1549
id120,1,2016-12-10 18:53:00,5,-73.86839843139393,40.70927878285722,-73.98139926261479,40.7810733592548,Y,724
id121,1,2016-03-15 21:34:00,1,-73.96554969557795,40.66784855268426,-73.84645624307254,40.65658882893924,N,3312
id122,2,2016-03-29 02:20:00,2,-73.96106056227597,40.70455509965369,-73.85416767563929,40.65956862969073,Y,1071
id123,2,2016-01-29 01:47:00,6,-73.80764558113734,40.7244159790057,-74.03773085200973,40.76729583313494,N,2058
id124,2,2016-11-17 04:33:00,2,-73.97879770718332,40.63916747795994,-73.87594550346734,40.7331584756586,Y,2130
id125,2,2016-09-01 22:14:00,2,-73.8570071758656,40.861174208026824,-73.88382886099387,40.84467094512295,N,1726
id126,1,2016-02-17 07:05:00,3,-73.88864606973682,40.76677665201656,-73.84791234323828,40.70681806524849,N,442
id127,1,2016-10-19 19:15:00,6,-73.86142734557167,40.64717694666011,-73.77578603405088,40.613648376362875,Y,2555
id128,2,2016-10-08 14:42:00,6,-73.86399909923153,40.71225871885799,-74.00473837565833,40.64604406892795,N,1198
id129,1,2016-04-15 06:34:00,5,-74.04259646770807,40.88536069757743,-73.8922839680309,40.6214424940163,N,2674
id130,1,2016-03-11 13:18:00,4,-73.87331790538651,40.70150945268863,-73.78400039507463,40.67915358792447,N,3589
id131,1,2016-06-04 01:23:00,2,-73.78594877184374,40.841853980603766,-74.01339367507197,40.65420126497695,Y,3101
id132,2,2016-03-30 14:21:00,3,-73.93935651977849,40.62002719763868,-73.91631990095671,40.63102135500507,N,2826
id133,2,2016-03-12 20:01:00,6,-73.91927075715148,40.81411025349059,-73.8356861706921,40.71145480780511,N,2751
id134,1,2016-09-10 20:09:00,5,-73.90978302546122,40.87049589420969,-73.91876336603852,40.73120993208004,Y,3502
id135,1,2016-08-16 01:29:00,1,-73.88352357105288,40.656029772176964,-73.87733360740656,40.62449925854626,Y,3429
id136,1,2016-01-13 14:52:00,2,-73.98993897986388,40.60645956295943,-73.94210543831898,40.76510877429567,Y,1518
id137,2,2016-12-03 05:53:00,4,-73.96037335994434,40.715388684827666,-73.80529855668824,40.718109292774905,Y,886
id138,2,2016-06-07 00:19:00,4,-73.76839957012399,40.63517834840457,-74.00483720649406,40.72595582120366,N,1347
id139,1,2016-03-15 20:43:00,1,-73.97842982747095,40.75046218769926,-73.7842241994708,40.739536564240915,Y,312
id140,2,2016-11-28 19:48:00,1,-73.91595138164564,40.767240626820644,-73.95371692985219,40.88679306460493,N,2751
id141,2,2016-05-26 00:17:00,2,-73.83996270780136,40.895491116810184,-73.79442630110917,40.67858718786857,Y,1356
id142,1,2016-01-15 23:39:00,6,-73.90079769573842,40.893752130174285,-74.02976068466167,40.683994621244054,N,2261
id143,1,2016-04-19 19:07:00,6,-74.03432481312362,40.79276733700823,-73.99009180508354,40.877193004682894,N,1463
id144,2,2016-11-18 23:28:00,4,-73.90454324888127,40.693045443088636,-73.75499593799663,40.61123768646523,N,1748
id145,1,2016-11-24 20:09:00,6,-73.76922108610285,40.78791173556209,-74.03838996928793,40.68650587658963,Y,470
id146,2,2016-03-15 18:24:00,6,-73.94873871192938,40.62841328335936,-73.87552021251484,40.81269757592815,Y,2961
id147,2,2016-02-02 04:10:00,3,-73.95958753642336,40.88870667214039,-73.97460260917768,40.63400164837679,Y,3340
id148,1,2016-03-11 19:37:00,2,-73.78150834279394,40.647645100154,-74.01828879980796,40.610360341279815,Y,1902
id149,1,2016-06-19 06:06:00,5,-73.94668790306748,40.88323730881446,-73.80608827475793,40.774666914218685,N,1681
id150,2,2016-01-10 10:55:00,5,-74.03484036886586,40.859664577507566,-73.82678670016286,40.73704485160221,Y,1355
id151,1,2016-05-12 16:58:00,3,-73.80203444697874,40.77884825850404,-74.01423807406044,40.74820114494458,Y,1514
id152,2,2016-01-25 06:30:00,6,-73.91040927513144,40.70536528323851,-73.80118203222356,40.644380730880656,Y,2112
id153,2,2016-07-08 05:52:00,6,-73.92971207580783,40.77619279701784,-73.93026095103788,40.76249804218337,N,1743
id154,1,2016-05-09 05:31:00,3,-73.99513263960013,40.61507847335459,-73.7985461808265,40.741167193526245,Y,583
id155,1,2016-03-17 14:04:00,3,-73.75335434297229,40.71224898312821,-73.95094823397116,40.6689720489821,Y,2235
id156,2,2016-01-11 02:56:00,5,-73.91191997426515,40.749447972760805,-73.81548933800589,40.80976679751765,Y,782
id157,1,2016-01-11 18:28:00,4,-74.03262587165031,40.78062081432015,-73.79607705198885,40.6581850095188,Y,1775
id158,1,2016-03-13 20:33:00,5,-73.9828632813996,40.70816341957337,-73.84689124364164,40.83262534990748,Y,1985
id159,1,2016-06-28 09:59:00,2,-73.81944173847899,40.626999430508484,-73.93773214847563,40.82834744684444,Y,2652
id160,2,2016-03-21 04:47:00,4,-73.80681449650181,40.82267658766436,-73.90077456270348,40.883076361324825,N,762
id161,2,2016-10-28 11:27:00,1,-73.82667016942543,40.64188844048029,-73.86454179672391,40.668338671771764,N,3046
id162,1,2016-01-13 01:15:00,5,-73.91804111665668,40.69054579755504,-73.8170910574048,40.60511941375908,N,1493
id163,2,2016-08-03 04:31:00,2,-73.81417767113217,40.69566208646169,-73.8136426971626,40.895087514980155,N,724
id164,1,2016-09-12 00:02:00,6,-73.99354530788035,40.74986887174256,-74.03260616591713,40.725519531492544,Y,1199
id165,1,2016-09-17 19:05:00,6,-73.77628659231343,40.681513063192746,-73.79454667406645,40.65901694618254,N,2839
id166,2,2016-06-03 07:18:00,2,-73.80564451091718,40.6697914675834,-73.87664786471585,40.61785591448256,N,3548
id167,2,2016-05-08 12:54:00,3,-73.98999572610786,40.81173056734466,-73.90255378218026,40.71609012666567,Y,1271
id168,2,2016-10-04 22:57:00,6,-73.94689180448886,40.61321446674834,-73.85066388107285,40.65202318721091,Y,2020
id169,2,2016-10-13 22:18:00,3,-73.93692332791433,40.87577205149955,-73.81721668034189,40.79596841643941,N,2675
id170,1,2016-11-03 06:46:00,3,-73.7593658475408,40.66718875100754,-73.90933363790509,40.87412260851503,N,525
id171,1,2016-09-15 01:05:00,6,-73.84800524140947,40.63510386860824,-73.92153979907596,40.83212626607378,Y,3446
id172,2,2016-07-28 17:56:00,6,-73.76674935987243,40.74109862911966,-73.8831013451724,40.795000426062316,N,3500
id173,2,2016-10-18 05:02:00,5,-73.89425386904092,40.78890533515439,-73.83829254056023,40.76020103659297,N,3462
id174,2,2016-07-15 09:41:00,6,-73.94774838633832,40.884605272453975,-74.00650401498977,40.665442947608575,Y,998
id175,2,2016-02-22 12:24:00,5,-74.00262717553835,40.70378580457138,-73.80143759091402,40.763864396341766,N,1026
id176,2,2016-06-05 09:52:00,6,-73.88513624622337,40.74867088744305,-73.81791504814636,40.8050835800915,N,2204
id177,2,2016-01-20 14:04:00,6,-73.86481132108156,40.62843083936806,-73.98504878713604,40.81406923209189,N,845
id178,2,2016-02-20 17:44:00,3,-73.8240458558109,40.680515858989665,-74.02106316540532,40.874213987775384,N,1685
id179,2,2016-09-02 16:20:00,2,-73.94896633157988,40.75080775238208,-73.96169249641338,40.62079210039882,N,2123
id180,1,2016-08-15 13:28:00,6,-73.93868241190196,40.6727980935785,-73.76710320275176,40.728511754161566,Y,1173
id181,2,2016-11-27 11:41:00,2,-73.77881892585404,40.727862927712884,-73.92783271476344,40.7471011156951,N,756
id182,1,2016-11-16 09:15:00,2,-73.98688056661496,40.639771943533525,-73.85388076314216,40.85954478411291,Y,3237
id183,2,2016-11-05 20:43:00,3,-73.79245649186564,40.89234928103085,-74.03328290721032,40.823299096795004,N,1876
id184,2,2016-03-31 23:49:00,1,-73.83678404337448,40.68569506468673,-73.76512307557306,40.629323601144776,N,2025
id185,2,2016-05-16 04:01:00,5,-73.81330349627228,40.77740029004376,-73.91372269978197,40.691014735477,N,1996
id186,2,2016-11-23 13:13:00,3,-73.89863729776722,40.62256110831171,-74.03464411142403,40.81898209890814,Y,2797
id187,2,2016-08-17 06:49:00,1,-74.045831256959,40.65340442887747,-73.98723107861636,40.77063820201303,N,3513
id188,1,2016-04-14 05:01:00,4,-73.89861812069375,40.60735318399519,-73.88042618945215,40.81238421306347,N,676
id189,1,2016-02-21 18:04:00,1,-74.04277312246195,40.66444925891121,-73.76302026364503,40.64451445180504,N,958
id190,1,2016-03-31 11:56:00,5,-74.01725969866285,40.686555363382034,-73.89382880421662,40.634978969178526,Y,2468
id191,2,2016-09-01 11:29:00,1,-73.90412094450707,40.75524789537812,-73.80165842709697,40.825991088605285,Y,896
id192,2,2016-01-26 23:41:00,6,-73.9799625016113,40.687538515212324,-73.93383010070399,40.76641393063063,N,1852
id193,2,2016-09-09 21:11:00,3,-73.9061902901725,40.726455162127095,-74.02387338015113,40.82174086520511,N,3515
id194,1,2016-04-10 12:21:00,4,-74.04114399829955,40.69681304757862,-74.00448700790827,40.609943496379266,N,1870
id195,2,2016-02-17 07:09:00,1,-73.94855303161745,40.8748057379873,-73.96810558841868,40.643021759627615,Y,2166
id196,1,2016-08-30 08:41:00,6,-74.04211710057776,40.60155391121399,-73.7665249742339,40.86567289618274,Y,2734
id197,1,2016-10-14 07:48:00,4,-73.82411993840147,40.855387746855115,-73.98459862044696,40.78244558330013,N,2465
id198,2,2016-05-17 16:49:00,3,-73.90904338926417,40.67524601515687,-73.92149832911747,40.781899915880615,Y,372
id199,1,2016-02-05 00:52:00,6,-73.92903761312571,40.89904251182048,-73.82230598112665,40.76549420316688,Y,2926
id200,1,2016-06-15 02:04:00,5,-73.86247400908445,40.77702852521575,-73.93786971483159,40.702539906058746,Y,3025
id201,1,2016-07-09 18:24:00,4,-73.82693356301613,40.79645759517834,-74.04709613901377,40.88829587454252,Y,310
id202,1,2016-01-21 03:10:00,1,-73.8818864895562,40.71403673611627,-73.92441838954272,40.88688252244396,N,2981
id203,1,2016-08-04 05:44:00,6,-73.88519039807234,40.81484224468941,-73.93534591554241,40.663208041279425,Y,2069
id204,1,2016-04-03 08:15:00,4,-73.87230626333948,40.849464417403105,-73.78243684580056,40.85730180381569,N,1224
id205,1,2016-01-26 06:45:00,5,-73.99676705030984,40.72701553514368,-73.98955383584415,40.62150502931038,N,1095
id206,2,2016-12-01 21:14:00,2,-73.85088047243724,40.6823234702162,-74.03281033913711,40.88167618224968,N,3506
id207,2,2016-06-20 13:51:00,1,-73.89984616894004,40.61672618018002,-74.0163753721421,40.84273102730786,N,1833
id208,2,2016-05-26 22:11:00,1,-73.93382266133175,40.600554217729325,-73.96704979203771,40.633563902335105,Y,1179
id209,1,2016-08-01 17:51:00,3,-73.85444197147986,40.71289488927983,-74.00995336907143,40.840102073141956,Y,1775
id210,2,2016-09-29 20:23:00,6,-74.03138487304068,40.665014158502686,-73.97776719736528,40.60339819779629,N,3411
id211,1,2016-10-26 21:47:00,3,-73.93554776684935,40.66651063420544,-73.98779120911432,40.80570578644116,Y,1520
id212,2,2016-09-01 08:22:00,6,-73.79462693078905,40.88645993053227,-73.80802741438802,40.88979055474349,Y,3599
id213,1,2016-10-09 18:23:00,2,-73.8579442742505,40.811528777931684,-73.85275505518054,40.64988427749176,N,839
id214,2,2016-09-04 16:58:00,3,-73.8287043043425,40.75943720714449,-73.98519705098047,40.62773852151681,Y,2839
id215,1,2016-05-24 11:11:00,2,-73.87495852549144,40.649397063813424,-74.03605936923697,40.78866598610891,N,3227
id216,2,2016-10-04 15:18:00,2,-73.78330981948746,40.68755103555388,-73.91025077020002,40.83961346116562,N,1766
id217,1,2016-11-17 08:41:00,2,-73.75117779933599,40.744722763336476,-73.990016142655,40.75387778286414,N,1087
id218,2,2016-02-28 18:31:00,1,-73.82519325654016,40.660203131330704,-74.0490000136087,40.79445472609702,N,2780
id219,2,2016-01-26 13:19:00,5,-73.84144357419709,40.75406541084594,-73.90952324711597,40.879227385401364,N,1633
id220,1,2016-03-03 22:26:00,1,-74.02134209149531,40.63742757252828,-73.93066827167584,40.692211546092665,Y,1955
id221,2,2016-02-25 23:23:00,6,-73.96200162790782,40.60839216092771,-74.03356892630246,40.68847648787819,Y,3437
id222,1,2016-05-13 15:53:00,3,-73.8738345128694,40.64617035218929,-74.04772332380674,40.72363354341495,N,2800
id223,2,2016-12-02 16:18:00,3,-74.00629481109819,40.722045611078364,-74.04551699885047,40.67864865606897,Y,3164
id224,1,2016-04-01 05:23:00,2,-74.00721248990425,40.84624087300967,-73.86324643205167,40.764926708911275,Y,1296
id225,1,2016-09-14 21:41:00,6,-73.78077499987239,40.75217834034614,-73.89475148537278,40.61911446178694,N,1215
id226,2,2016-07-20 15:54:00,1,-73.83269254655254,40.60995774958051,-73.8309887754079,40.788430324776186,Y,2290
id227,1,2016-10-04 10:40:00,2,-73.960625875915,40.72867176395401,-73.86993474194153,40.79117487168945,Y,2076
id228,2,2016-01-22 19:01:00,1,-73.95245398210908,40.85163433081342,-73.96702661777236,40.879308043875604,N,1838
id229,2,2016-08-09 19:27:00,5,-73.96361050480803,40.71461381568397,-73.75646558435773,40.857873352569555,N,2657
id230,1,2016-08-23 14:55:00,6,-73.8649819256648,40.72699709857029,-73.78080657391631,40.79466600743395,Y,515
id231,1,2016-05-26 17:08:00,5,-73.85346830321464,40.649060166896916,-73.91962009202386,40.625064753446914,N,2331
id232,2,2016-09-11 22:29:00,3,-73.88380678824957,40.80571736369001,-73.87456119539392,40.69145366079077,N,982
